0.5055652137231899
(0) --> prob=[0.034162009638399715,0.9658379903616003], prediction=1.0
(778) --> prob=[0.9002824828958136,0.09971751710418646], prediction=0.0
(780) --> prob=[0.9700824751372364,0.029917524862763615], prediction=0.0
(782) --> prob=[5.301200825056158E-7,0.9999994698799174], prediction=1.0
(784) --> prob=[2.7279206304224966E-11,0.9999999999727207], prediction=1.0
(786) --> prob=[0.9999780580374923,2.1941962507803974E-5], prediction=0.0
(788) --> prob=[3.769651757256656E-13,0.999999999999623], prediction=1.0
(790) --> prob=[0.015226042875171748,0.9847739571248283], prediction=1.0
(792) --> prob=[0.059509292481352734,0.9404907075186473], prediction=1.0
(794) --> prob=[0.18517575965090805,0.8148242403490918], prediction=1.0
(796) --> prob=[0.6804854560200654,0.3195145439799347], prediction=0.0
(798) --> prob=[2.293659436912944E-4,0.9997706340563086], prediction=1.0
(800) --> prob=[0.9915384667342388,0.008461533265761075], prediction=0.0
(802) --> prob=[0.08063310665582285,0.9193668933441771], prediction=1.0
(804) --> prob=[1.6529650660340738E-5,0.9999834703493398], prediction=1.0
(806) --> prob=[2.576133437284856E-4,0.9997423866562716], prediction=1.0
(808) --> prob=[0.008384540270218737,0.9916154597297812], prediction=1.0
(810) --> prob=[0.9999999448408464,5.51591534863489E-8], prediction=0.0
(812) --> prob=[0.27255077690113133,0.7274492230988687], prediction=1.0
(814) --> prob=[0.8327281565809365,0.16727184341906348], prediction=0.0
(816) --> prob=[0.9814671181528218,0.018532881847178058], prediction=0.0
(818) --> prob=[0.01009005511421605,0.9899099448857841], prediction=1.0
(820) --> prob=[0.9973254157494983,0.002674584250501762], prediction=0.0
(822) --> prob=[0.004276161509834456,0.9957238384901655], prediction=1.0
(824) --> prob=[1.1143691722265281E-8,0.9999999888563084], prediction=1.0
(826) --> prob=[0.012160868072159256,0.9878391319278408], prediction=1.0
(828) --> prob=[9.496549970323498E-5,0.9999050345002967], prediction=1.0
(830) --> prob=[0.9779162681962347,0.02208373180376524], prediction=0.0
(832) --> prob=[0.0012763835768087313,0.9987236164231912], prediction=1.0
(834) --> prob=[0.9949192405389663,0.005080759461033557], prediction=0.0
(836) --> prob=[0.9688483938750054,0.031151606124994655], prediction=0.0
(838) --> prob=[5.554493635761947E-5,0.9999444550636424], prediction=1.0
(840) --> prob=[8.438078987010267E-4,0.9991561921012989], prediction=1.0
(842) --> prob=[0.9494688275389518,0.05053117246104811], prediction=0.0
(844) --> prob=[0.9999183022669196,8.169773308045803E-5], prediction=0.0
(846) --> prob=[0.9999972534322544,2.7465677456025855E-6], prediction=0.0
(848) --> prob=[0.9999907056892593,9.294310740692436E-6], prediction=0.0
(850) --> prob=[0.7487267619993586,0.25127323800064133], prediction=0.0
(852) --> prob=[0.9696341592852283,0.03036584071477179], prediction=0.0
(854) --> prob=[3.661037640404974E-4,0.9996338962359594], prediction=1.0
(856) --> prob=[8.262140373988656E-5,0.9999173785962601], prediction=1.0
(858) --> prob=[4.0328490682284805E-11,0.9999999999596716], prediction=1.0
(860) --> prob=[0.9992648217288924,7.351782711076671E-4], prediction=0.0
(862) --> prob=[0.1447838565235128,0.8552161434764872], prediction=1.0
(864) --> prob=[0.8688676980301745,0.13113230196982553], prediction=0.0
(866) --> prob=[0.9441542857962366,0.05584571420376348], prediction=0.0
(868) --> prob=[0.9995406214824571,4.5937851754298967E-4], prediction=0.0
(870) --> prob=[0.06474923439211651,0.9352507656078836], prediction=1.0
(872) --> prob=[0.006247191828520941,0.993752808171479], prediction=1.0
(874) --> prob=[4.482606989139256E-4,0.9995517393010861], prediction=1.0
(876) --> prob=[1.0695868183572249E-4,0.9998930413181644], prediction=1.0
(878) --> prob=[3.146566279493193E-8,0.9999999685343371], prediction=1.0
(880) --> prob=[0.002453447114464553,0.9975465528855355], prediction=1.0
(882) --> prob=[0.3409285898491868,0.6590714101508132], prediction=1.0
(884) --> prob=[0.013029650290828504,0.9869703497091714], prediction=1.0
(886) --> prob=[0.5212417596559147,0.4787582403440854], prediction=0.0
(888) --> prob=[0.05911624820216876,0.9408837517978313], prediction=1.0
(890) --> prob=[1.037554988292123E-8,0.9999999896244501], prediction=1.0
(892) --> prob=[0.9657960800504064,0.03420391994959359], prediction=0.0
(894) --> prob=[0.6475420389875307,0.35245796101246923], prediction=0.0
(896) --> prob=[0.018977837974433663,0.9810221620255665], prediction=1.0
(898) --> prob=[0.01054359103909617,0.9894564089609039], prediction=1.0
(900) --> prob=[8.485184712904134E-16,0.9999999999999991], prediction=1.0
(902) --> prob=[1.929530509696788E-4,0.9998070469490303], prediction=1.0
(904) --> prob=[0.9993181624565186,6.81837543481406E-4], prediction=0.0
(906) --> prob=[0.9874192465436739,0.012580753456326284], prediction=0.0
(908) --> prob=[6.760500873842918E-7,0.9999993239499126], prediction=1.0
(910) --> prob=[0.9999999999687679,3.1232207761480945E-11], prediction=0.0
(912) --> prob=[0.007462403010816989,0.992537596989183], prediction=1.0
(914) --> prob=[0.8817362133282045,0.11826378667179538], prediction=0.0
(916) --> prob=[0.8182847684681344,0.18171523153186553], prediction=0.0
(918) --> prob=[0.7839635437953871,0.2160364562046128], prediction=0.0
(920) --> prob=[0.8753187849563082,0.12468121504369185], prediction=0.0
(922) --> prob=[0.8400158623353281,0.15998413766467184], prediction=0.0
(924) --> prob=[0.8896926822408634,0.11030731775913655], prediction=0.0
(926) --> prob=[0.9999999633134105,3.6686589486504716E-8], prediction=0.0
(928) --> prob=[0.21299853135344518,0.7870014686465548], prediction=1.0
(930) --> prob=[0.9958038220072735,0.0041961779927264155], prediction=0.0
(932) --> prob=[0.9792018465382688,0.020798153461731268], prediction=0.0
(934) --> prob=[2.7084844484935536E-5,0.9999729151555151], prediction=1.0
(936) --> prob=[1.987620310899894E-6,0.999998012379689], prediction=1.0
(938) --> prob=[0.9660477582748602,0.03395224172513973], prediction=0.0
(940) --> prob=[0.0021692457036670784,0.9978307542963331], prediction=1.0
(942) --> prob=[7.39811940956779E-4,0.9992601880590433], prediction=1.0
(944) --> prob=[0.9433834881065215,0.056616511893478466], prediction=0.0
(946) --> prob=[0.19700366307818104,0.8029963369218189], prediction=1.0
(948) --> prob=[0.3287012447751393,0.6712987552248607], prediction=1.0
(950) --> prob=[0.9984457837743833,0.0015542162256167054], prediction=0.0
(952) --> prob=[0.020650850039925766,0.9793491499600742], prediction=1.0
(954) --> prob=[0.9293255603973112,0.0706744396026889], prediction=0.0
(956) --> prob=[0.15424617029568244,0.8457538297043176], prediction=1.0
(958) --> prob=[0.2714794511456491,0.7285205488543509], prediction=1.0
(960) --> prob=[0.9999299005192932,7.009948070686156E-5], prediction=0.0
(962) --> prob=[0.8253243252349999,0.1746756747650001], prediction=0.0
(964) --> prob=[0.13724746387148698,0.8627525361285131], prediction=1.0
(966) --> prob=[0.9994025815306091,5.974184693907638E-4], prediction=0.0
(968) --> prob=[0.14904489799740872,0.8509551020025912], prediction=1.0
(970) --> prob=[0.005729019428862245,0.9942709805711377], prediction=1.0
(972) --> prob=[5.912931396583642E-6,0.9999940870686033], prediction=1.0
(974) --> prob=[0.9999974366707308,2.563329269212381E-6], prediction=0.0
(976) --> prob=[0.06391977699793537,0.9360802230020646], prediction=1.0
(978) --> prob=[0.803307553131474,0.1966924468685261], prediction=0.0
(980) --> prob=[0.9999999986946269,1.3053731645605865E-9], prediction=0.0
(982) --> prob=[0.19962785101382136,0.8003721489861787], prediction=1.0
(984) --> prob=[0.7912422262012014,0.2087577737987986], prediction=0.0
(986) --> prob=[0.021087158604996676,0.9789128413950033], prediction=1.0
(988) --> prob=[0.9962484306710879,0.0037515693289120436], prediction=0.0
(990) --> prob=[0.9635714315843988,0.036428568415601305], prediction=0.0
(992) --> prob=[0.008162376027342958,0.991837623972657], prediction=1.0
(994) --> prob=[0.5867008587817714,0.4132991412182286], prediction=0.0
(996) --> prob=[0.9990923315571949,9.076684428050731E-4], prediction=0.0
(998) --> prob=[0.9999985314675636,1.4685324365310375E-6], prediction=0.0
(1000) --> prob=[0.9954972698468905,0.004502730153109621], prediction=0.0
(1002) --> prob=[0.999999999991781,8.219015794477313E-12], prediction=0.0
(1004) --> prob=[0.9994020865179892,5.97913482010816E-4], prediction=0.0
(1006) --> prob=[0.9999999604593992,3.9540600742998675E-8], prediction=0.0
(1008) --> prob=[0.2653100276505618,0.7346899723494383], prediction=1.0
(1010) --> prob=[0.9990657496969516,9.342503030485149E-4], prediction=0.0
(1012) --> prob=[0.9963486008964654,0.0036513991035346566], prediction=0.0
(1014) --> prob=[0.9998076386948377,1.9236130516232667E-4], prediction=0.0
(1016) --> prob=[5.0174084922391956E-11,0.9999999999498259], prediction=1.0
(1018) --> prob=[0.032524125019654154,0.9674758749803459], prediction=1.0
(1020) --> prob=[0.1439379489021567,0.8560620510978434], prediction=1.0
(1022) --> prob=[0.9997234254639944,2.765745360055932E-4], prediction=0.0
(1024) --> prob=[0.9999962532805332,3.746719466876161E-6], prediction=0.0
(1026) --> prob=[0.9945584334265541,0.005441566573445902], prediction=0.0
(1028) --> prob=[0.01632439241343166,0.9836756075865684], prediction=1.0
(1030) --> prob=[0.9727635741532362,0.02723642584676373], prediction=0.0
(1032) --> prob=[0.9999999584982879,4.150171202419641E-8], prediction=0.0
(1034) --> prob=[5.947230231943282E-4,0.9994052769768056], prediction=1.0
(1036) --> prob=[0.9922688885395957,0.007731111460404423], prediction=0.0
(1038) --> prob=[0.9862769311979183,0.013723068802081823], prediction=0.0
(1040) --> prob=[7.763610574272477E-5,0.9999223638942574], prediction=1.0
(1042) --> prob=[0.9935510928523608,0.0064489071476393585], prediction=0.0
(1044) --> prob=[0.001064235216409289,0.9989357647835907], prediction=1.0
(1046) --> prob=[0.10916090823961877,0.8908390917603812], prediction=1.0
(1048) --> prob=[0.3297036749704335,0.6702963250295664], prediction=1.0
(1050) --> prob=[0.6293010616090161,0.3706989383909838], prediction=0.0
(1052) --> prob=[0.3858884767748416,0.6141115232251584], prediction=1.0
(1054) --> prob=[0.999917194561543,8.280543845705418E-5], prediction=0.0
(1056) --> prob=[0.12716295849025147,0.8728370415097486], prediction=1.0
(1058) --> prob=[0.0013341325234103166,0.9986658674765897], prediction=1.0
(1060) --> prob=[0.01129069392314483,0.9887093060768551], prediction=1.0
(1062) --> prob=[0.8672345074136402,0.13276549258635983], prediction=0.0
(1064) --> prob=[0.36764657656150435,0.6323534234384957], prediction=1.0
(1066) --> prob=[0.7690333344569853,0.23096666554301476], prediction=0.0
(1068) --> prob=[0.7717958445053886,0.2282041554946113], prediction=0.0
(1070) --> prob=[0.9975577588042412,0.0024422411957586666], prediction=0.0
(1072) --> prob=[0.09038426319309738,0.9096157368069027], prediction=1.0
(1074) --> prob=[1.934135443430109E-8,0.9999999806586456], prediction=1.0
(1076) --> prob=[1.1657029815146735E-8,0.9999999883429701], prediction=1.0
(1078) --> prob=[0.9975243493030236,0.0024756506969764633], prediction=0.0
(1080) --> prob=[0.7617382366248732,0.23826176337512683], prediction=0.0
(1082) --> prob=[0.9999995796840203,4.203159796216431E-7], prediction=0.0
(1084) --> prob=[0.9999999974445635,2.5554365317008373E-9], prediction=0.0
(1086) --> prob=[7.834616693566339E-6,0.9999921653833065], prediction=1.0
(1088) --> prob=[0.8709382288072729,0.12906177119272721], prediction=0.0
(1090) --> prob=[0.999999999996328,3.671860832427937E-12], prediction=0.0
(1092) --> prob=[0.9561392426274076,0.0438607573725925], prediction=0.0
(1094) --> prob=[2.362796714241799E-4,0.9997637203285757], prediction=1.0
(1096) --> prob=[0.954315823418955,0.04568417658104501], prediction=0.0
(1098) --> prob=[0.49693782330526126,0.5030621766947387], prediction=1.0
(1100) --> prob=[2.7917994728974515E-7,0.9999997208200526], prediction=1.0
(1102) --> prob=[0.03845241310026099,0.9615475868997391], prediction=1.0
(1104) --> prob=[0.026328529313873503,0.9736714706861266], prediction=1.0
(1106) --> prob=[0.014501420207840291,0.9854985797921597], prediction=1.0
(1108) --> prob=[0.9317966592554396,0.06820334074456033], prediction=0.0
(1110) --> prob=[0.999999110045982,8.899540179608936E-7], prediction=0.0
(1112) --> prob=[0.5993201895357485,0.40067981046425155], prediction=0.0
(1114) --> prob=[0.996730416852389,0.003269583147611026], prediction=0.0
(1116) --> prob=[0.8741513229966688,0.12584867700333124], prediction=0.0
(1118) --> prob=[0.8651938569614436,0.13480614303855645], prediction=0.0
(1120) --> prob=[0.9999999867547436,1.3245256585709722E-8], prediction=0.0
(1122) --> prob=[0.23667327808463498,0.763326721915365], prediction=1.0
(1124) --> prob=[0.9999970630498786,2.936950121316621E-6], prediction=0.0
(1126) --> prob=[1.56432251304154E-4,0.9998435677486959], prediction=1.0
(1128) --> prob=[0.49803974397522743,0.5019602560247726], prediction=1.0
(1130) --> prob=[0.9983126409046298,0.0016873590953702085], prediction=0.0
(1132) --> prob=[0.1513049012421823,0.8486950987578178], prediction=1.0
(1134) --> prob=[0.99999368323351,6.316766489909327E-6], prediction=0.0
(1136) --> prob=[0.9917046692939594,0.008295330706040598], prediction=0.0
(1138) --> prob=[0.08668096953533451,0.9133190304646654], prediction=1.0
(1140) --> prob=[0.9481815284918713,0.05181847150812876], prediction=0.0
(1142) --> prob=[0.17659087516823513,0.823409124831765], prediction=1.0
(1144) --> prob=[0.9876004286040333,0.01239957139596678], prediction=0.0
(1146) --> prob=[7.490162774812878E-4,0.9992509837225186], prediction=1.0
(1148) --> prob=[8.620362198059074E-5,0.9999137963780194], prediction=1.0
(1150) --> prob=[0.9715854190747935,0.028414580925206552], prediction=0.0
(1152) --> prob=[0.9705893041247944,0.029410695875205544], prediction=0.0
(1154) --> prob=[0.5652365162060156,0.4347634837939844], prediction=0.0
(1156) --> prob=[0.9998180941103563,1.819058896436621E-4], prediction=0.0
(1158) --> prob=[0.22368520690375845,0.7763147930962415], prediction=1.0
(1160) --> prob=[0.5222135141480525,0.4777864858519475], prediction=0.0
(1162) --> prob=[5.693307320840497E-7,0.9999994306692679], prediction=1.0
(1164) --> prob=[0.9986461791697664,0.0013538208302335817], prediction=0.0
(1166) --> prob=[3.994952865979302E-11,0.9999999999600504], prediction=1.0
(1168) --> prob=[0.999787886112871,2.1211388712896907E-4], prediction=0.0
(1170) --> prob=[0.003193304705194306,0.9968066952948057], prediction=1.0
(1172) --> prob=[0.00838856084209169,0.9916114391579084], prediction=1.0
(1174) --> prob=[0.9999884803577236,1.151964227644032E-5], prediction=0.0
(1176) --> prob=[0.9944916056999087,0.0055083943000913335], prediction=0.0
(1178) --> prob=[0.999999759661951,2.4033804896831695E-7], prediction=0.0
(1180) --> prob=[0.004007309187043624,0.9959926908129564], prediction=1.0
(1182) --> prob=[0.009429952488441522,0.9905700475115585], prediction=1.0
(1184) --> prob=[0.9999504949716592,4.950502834068462E-5], prediction=0.0
(1186) --> prob=[0.4156480274413778,0.5843519725586221], prediction=1.0
(1188) --> prob=[0.023330708351447082,0.976669291648553], prediction=1.0
(1190) --> prob=[0.9989409164591228,0.0010590835408772073], prediction=0.0
(1192) --> prob=[1.2547517029989841E-8,0.9999999874524829], prediction=1.0
(1194) --> prob=[0.9050628408907095,0.09493715910929042], prediction=0.0
(1196) --> prob=[0.36415351026830645,0.6358464897316937], prediction=1.0
(1198) --> prob=[0.9384228195023974,0.06157718049760269], prediction=0.0
(1200) --> prob=[0.9999999999952358,4.764157043118814E-12], prediction=0.0
(1202) --> prob=[1.1628480263987541E-5,0.999988371519736], prediction=1.0
(1204) --> prob=[1.8160893129099913E-10,0.999999999818391], prediction=1.0
(1206) --> prob=[0.8131428128711519,0.18685718712884816], prediction=0.0
(1208) --> prob=[0.9999968793014521,3.120698547953253E-6], prediction=0.0
(1210) --> prob=[0.002091113225744306,0.9979088867742556], prediction=1.0
(1212) --> prob=[0.9864592985731871,0.013540701426812992], prediction=0.0
(1214) --> prob=[0.9948756567576843,0.005124343242315771], prediction=0.0
(1216) --> prob=[4.9302932415419E-4,0.9995069706758457], prediction=1.0
(1218) --> prob=[4.0618543952415957E-4,0.9995938145604757], prediction=1.0
(1220) --> prob=[0.9957230928676958,0.004276907132304176], prediction=0.0
(1222) --> prob=[0.06667209891965964,0.9333279010803402], prediction=1.0
(1224) --> prob=[2.0453060624297782E-4,0.9997954693937571], prediction=1.0
(1226) --> prob=[0.9967045787388653,0.003295421261134749], prediction=0.0
(1228) --> prob=[0.8540942237229254,0.14590577627707466], prediction=0.0
(1230) --> prob=[0.9999999024526411,9.754735895632337E-8], prediction=0.0
(1232) --> prob=[0.0010541325332423196,0.9989458674667576], prediction=1.0
(1234) --> prob=[0.9991606312237681,8.393687762319474E-4], prediction=0.0
(1236) --> prob=[0.9442528753353978,0.05574712466460227], prediction=0.0
